"24;""services"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";524;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"25;""student"";""single"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""thu"";13;5;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"53;""services"";""married"";""basic.6y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";157;4;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"42;""services"";""divorced"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";72;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"35;""blue-collar"";""married"";""basic.6y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";112;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"31;""entrepreneur"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""thu"";50;2;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"35;""blue-collar"";""married"";""basic.6y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";225;1;12;1;""success"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"31;""blue-collar"";""single"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";42;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"38;""blue-collar"";""married"";""basic.6y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";35;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"39;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";607;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""yes"""
"37;""management"";""married"";""university.degree"";""no"";""no"";""yes"";""cellular"";""may"";""thu"";123;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"31;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";255;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"24;""self-employed"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""thu"";334;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"40;""blue-collar"";""married"";""basic.4y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";104;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"33;""blue-collar"";""single"";""basic.9y"";""unknown"";""no"";""no"";""cellular"";""may"";""thu"";1075;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""yes"""
"36;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";235;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"27;""technician"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";64;3;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"27;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";137;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"42;""services"";""divorced"";""high.school"";""no"";""yes"";""yes"";""cellular"";""may"";""thu"";874;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""yes"""
"23;""student"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";200;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"40;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";433;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"27;""technician"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";215;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"30;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";287;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"47;""blue-collar"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""may"";""thu"";391;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"39;""blue-collar"";""single"";""basic.4y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";93;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"44;""blue-collar"";""married"";""basic.6y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";16;9;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"36;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";523;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"28;""blue-collar"";""single"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";225;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"21;""student"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";24;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"31;""blue-collar"";""married"";""basic.6y"";""no"";""yes"";""yes"";""cellular"";""may"";""thu"";298;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"25;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";200;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"32;""services"";""single"";""university.degree"";""no"";""unknown"";""unknown"";""telephone"";""may"";""thu"";93;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"30;""admin."";""married"";""university.degree"";""no"";""no"";""yes"";""cellular"";""may"";""thu"";234;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"24;""admin."";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";797;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"29;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""yes"";""cellular"";""may"";""thu"";419;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"46;""blue-collar"";""married"";""basic.4y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";87;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"30;""admin."";""married"";""basic.6y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";83;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"33;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";30;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"26;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";135;1;999;2;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"33;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";97;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"36;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";128;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"30;""admin."";""married"";""basic.6y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";586;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"33;""admin."";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";492;1;12;2;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""yes"""
"23;""blue-collar"";""single"";""basic.4y"";""unknown"";""no"";""yes"";""cellular"";""may"";""thu"";208;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"21;""admin."";""single"";""high.school"";""no"";""no"";""yes"";""cellular"";""may"";""thu"";240;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"34;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";703;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"26;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";1106;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"24;""management"";""single"";""university.degree"";""no"";""yes"";""no"";""telephone"";""may"";""thu"";151;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"48;""blue-collar"";""married"";""basic.9y"";""unknown"";""no"";""no"";""cellular"";""may"";""thu"";506;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"28;""blue-collar"";""single"";""basic.4y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";282;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"57;""admin."";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";563;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""yes"""
"30;""technician"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";377;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"41;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""yes"";""cellular"";""may"";""thu"";174;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"50;""services"";""divorced"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";199;15;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"33;""services"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";437;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"33;""admin."";""single"";""high.school"";""unknown"";""yes"";""no"";""cellular"";""may"";""thu"";175;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"46;""blue-collar"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""cellular"";""may"";""thu"";386;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"28;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";233;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"30;""services"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";74;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"23;""student"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";184;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"28;""blue-collar"";""single"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";111;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"53;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";168;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"28;""blue-collar"";""single"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";156;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"31;""admin."";""divorced"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";66;2;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"32;""services"";""divorced"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";97;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"34;""entrepreneur"";""married"";""high.school"";""no"";""yes"";""yes"";""cellular"";""may"";""thu"";97;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"42;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";160;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"32;""blue-collar"";""married"";""basic.9y"";""no"";""unknown"";""unknown"";""cellular"";""may"";""thu"";1020;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""yes"""
"25;""student"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";149;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"30;""services"";""divorced"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";202;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"33;""management"";""single"";""university.degree"";""no"";""yes"";""no"";""telephone"";""may"";""thu"";112;2;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"28;""technician"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""thu"";154;2;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"23;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";337;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"33;""admin."";""single"";""high.school"";""unknown"";""no"";""no"";""cellular"";""may"";""thu"";1723;1;12;1;""success"";-1.8;92.893;-46.2;1.266;5099.1;""yes"""
"45;""admin."";""married"";""unknown"";""no"";""no"";""no"";""cellular"";""may"";""thu"";177;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"25;""blue-collar"";""single"";""basic.6y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";95;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"44;""technician"";""single"";""professional.course"";""unknown"";""yes"";""yes"";""cellular"";""may"";""thu"";246;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"26;""blue-collar"";""single"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";294;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"32;""management"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""thu"";162;4;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"28;""services"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";406;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""yes"""
"35;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";20;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"30;""technician"";""married"";""high.school"";""unknown"";""yes"";""no"";""cellular"";""may"";""thu"";115;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"43;""blue-collar"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""cellular"";""may"";""thu"";543;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"27;""self-employed"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";73;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"25;""technician"";""married"";""university.degree"";""no"";""no"";""yes"";""cellular"";""may"";""thu"";136;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"29;""services"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";138;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"29;""services"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";118;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"37;""services"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";30;6;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"27;""admin."";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";444;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"27;""admin."";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""may"";""thu"";466;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"33;""admin."";""married"";""professional.course"";""no"";""unknown"";""unknown"";""cellular"";""may"";""thu"";110;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"27;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";97;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"52;""blue-collar"";""divorced"";""basic.6y"";""unknown"";""yes"";""no"";""cellular"";""may"";""thu"";7;7;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"27;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";172;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"42;""management"";""divorced"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";146;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"35;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";16;6;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"31;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";150;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"31;""services"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";163;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"27;""services"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";88;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"34;""technician"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";277;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"40;""services"";""divorced"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";96;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"24;""technician"";""single"";""professional.course"";""no"";""no"";""no"";""cellular"";""may"";""thu"";175;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"23;""admin."";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";22;6;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"28;""admin."";""married"";""high.school"";""no"";""unknown"";""unknown"";""cellular"";""may"";""thu"";430;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"28;""student"";""single"";""high.school"";""no"";""unknown"";""unknown"";""cellular"";""may"";""thu"";97;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"36;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""thu"";164;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"27;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";88;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"37;""blue-collar"";""married"";""high.school"";""unknown"";""yes"";""no"";""cellular"";""may"";""thu"";71;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"21;""services"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";136;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"28;""blue-collar"";""married"";""basic.9y"";""unknown"";""no"";""no"";""cellular"";""may"";""thu"";92;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"29;""blue-collar"";""married"";""basic.6y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";17;6;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"46;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";155;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"28;""blue-collar"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""cellular"";""may"";""thu"";199;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"51;""blue-collar"";""married"";""basic.4y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";159;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"37;""services"";""divorced"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";36;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"27;""technician"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";43;8;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"23;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";70;3;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"28;""blue-collar"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""cellular"";""may"";""thu"";334;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"34;""self-employed"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";107;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"39;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";806;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"23;""technician"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";104;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"26;""admin."";""single"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""thu"";217;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"32;""blue-collar"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";216;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"35;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";143;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"28;""management"";""single"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";106;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"28;""blue-collar"";""single"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";226;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"28;""management"";""single"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""may"";""thu"";166;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"34;""entrepreneur"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";87;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"23;""services"";""single"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";64;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"36;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""thu"";105;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"22;""student"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";99;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"38;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";130;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"27;""technician"";""single"";""professional.course"";""no"";""no"";""no"";""cellular"";""may"";""thu"";256;1;11;1;""success"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"35;""blue-collar"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";121;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"27;""technician"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";285;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"40;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";140;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"33;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";167;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"30;""technician"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";691;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""yes"""
"27;""technician"";""single"";""professional.course"";""no"";""no"";""no"";""cellular"";""may"";""thu"";311;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"30;""blue-collar"";""married"";""basic.6y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";164;2;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"23;""technician"";""single"";""high.school"";""no"";""no"";""yes"";""cellular"";""may"";""thu"";1129;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""yes"""
"24;""blue-collar"";""single"";""basic.4y"";""no"";""yes"";""yes"";""cellular"";""may"";""thu"";109;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"33;""admin."";""married"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""may"";""thu"";444;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"48;""admin."";""divorced"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";265;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"28;""technician"";""married"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""may"";""thu"";175;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"31;""blue-collar"";""single"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";191;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""yes"""
"39;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";292;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"39;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""may"";""thu"";239;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"31;""blue-collar"";""single"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";59;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"31;""blue-collar"";""single"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";471;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"46;""services"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";182;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
"28;""blue-collar"";""married"";""basic.6y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";933;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""yes"""
"32;""management"";""married"";""high.school"";""no"";""unknown"";""unknown"";""cellular"";""may"";""thu"";396;1;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no"""
